full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Wash 37062 , 2075 Fairview Blvd , Fairview , TN , 37062",35.9812455,-87.1222212,35.9812455,-87.1222212,Wash 37062,,Inside,"The car wash 'Wash 37062' is situated along a main road (Fairview Blvd) without direct adjacency to an intersection or corner of two roads. The intersection nearby does not encompass the car wash within its layout directly, making this placement classify as an inside lot.",
"Wash 37135 , 912 Oldham Dr , Nolensville , TN , 37135",35.961462,-86.672324,35.961462,-86.672324,Wash 37135,,Corner,"The car wash location 'Wash 37135' is situated adjacent to a major intersection where two roads meet, specifically Oldham Dr and a connecting road leading to parking areas. This makes it qualify as a Corner Lot given the criteria of proximity to a road intersection and access from multiple sides of the property.",
"Wash Ashore Fairhaven , 128 Huttleston Ave , Fairhaven , MA , 2719",41.6448,-70.89347,41.6448,-70.89347,Wash Ashore Car Wash,,Corner,"The provided images show that 'Wash Ashore Car Wash' is located where Cross St intersects Bridge St. This intersection forms a visible corner, and the car wash lot has direct access and visibility from Bridge St, a major road. The lot shape and proximity to the intersection categorize it as a Corner Lot according to the provided criteria.",
"Wash Ashore Plymouth , 2304 State Rd , Plymouth , MA , 2360",41.8177664,-70.5506402,41.8177664,-70.5506402,Wash Ashore Car Wash,,Inside,"Upon analyzing the satellite images, it is clear that 'Wash Ashore Car Wash' is located mid-block, accessible from one main road, with no visible intersection or corner formed by two main roads nearby. It adheres to the definition of an Inside Lot because there are adjacent properties to the sides and the location does not meet any corner lot criteria.",
"Wash City Apopka , 1860 E Semoran Blvd , Apopka , FL , 32703",28.672224,-81.4747314,28.672224,-81.4747314,"Wash City car wash,Apopka",,Inside,"The Wash City car wash is located adjacent to E Semoran Blvd, but there is no visible intersection of significant roads forming a corner near the lot. The lot is mid-block on E Semoran Blvd, between other properties on the same road.",
"Wash City Casselberry , 2699 Cassel Creek Blvd , Casselberry , FL , 32707",28.6412139,-81.3231527,28.6412139,-81.3231527,Wash City Car Wash Casselberry,,Corner,"The car wash 'Wash City Car Wash Casselberry' is located at the intersection of Cassel Creek Blvd and Highway 436. Both roads are major roads and clearly form a corner adjacent to the lot. The lot has access from visible driveways connecting to these roads, validating its corner location according to the criteria.",
"Wash City Semoran , 4575 S Semoran Blvd , Orlando , FL , 32822",28.4972739,-81.3091358,28.4972739,-81.3091358,Wash City Car Wash Semoran,,Inside,"The satellite images depict the Wash City Car Wash Semoran location as situated mid-block, accessible from a single main road, and surrounded by other properties. There is no visible road intersection adjacent to the lot forming a corner. Hence, it is classified as an Inside Lot.",
"Wash City University , 11674 University Blvd , Orlando , FL , 32817",28.5971144,-81.2171621,28.5971144,-81.2171621,Wash City Car Wash Orlando,,Corner,"The 'Wash City Car Wash Orlando' is adjacent to a visible intersection of University Blvd and another road to its east (likely Collegiate Way). The car wash lot is directly accessible from the roads meeting at this intersection, qualifying it as a corner lot. Additionally, the roads appear to be major roads due to their width and traffic features.",
"Wash It Dean , 750 Cincinnati Ave , Xenia , OH , 45385",39.6758187,-83.940666,39.6758187,-83.940666,Wash It Dean,,Corner,"The car wash 'Wash It Dean' is situated adjacent to two intersecting major roads, as seen in the images. The northwest portion of the lot borders one main road (State Road 42) while the northeast portion borders another entry route towards the lot. The corner nature of the lot and visible intersection confirms this is a Corner Lot. Lane markings and road features support the roads being main routes.",
"Wash N Go Calexico , 612 Imperial Ave , Calexico , CA , 92231",32.6712358,-115.4983318,32.6712358,-115.4983318,Wash N Go Calexico,,Corner,"The car wash 'Wash N Go Calexico' is situated at the intersection of Imperial Ave and E 6th St. This location fits the criteria of a Corner Lot as it is surrounded by two major roads, forming a visible corner and providing access from both roads. The intersection and road structure, as well as the accessibility of the car wash from these roads, are clear in the images.",
"Wash N Go Car Wash , 4921 N. UNIVERSITY DRIVE , LAUDERHILL , FL , 33351",26.1871557,-80.2525412,26.1871557,-80.2525412,Mr. Suds Express Car Wash (formerly Wash N Go),,Inside,"The car wash, 'Mr. Suds Express Car Wash (formerly Wash N Go),' is located mid-block between other properties and has access from a main road (NW 50th Street) but with no visible road intersection adjacent to the lot. The surrounding structures indicate that the car wash does not occupy a corner lot but rather integrates with the line of businesses along the block. Therefore, it fits the 'Inside Lot' classification.",
"Wash N Roll Antioch , 5307 Cane Ridge Rd , Nashville , TN , 37013",36.0439577,-86.6620414,36.0439577,-86.6620414,"Wash N' Roll Car Wash - Antioch, TN",,Corner,"The car wash is situated at the intersection of Cane Ridge Rd and Canewood Dr, forming a visible corner with access from both roads. This satisfies the criteria for a Corner Lot.",
"Wash N Roll Athens , 24925 US-72 , Athens , AL , 35613",34.7668122,-86.882772,34.7668122,-86.882772,"Wash N' Roll Car Wash - Athens, AL",,Corner,"Upon analyzing the images, 'Wash N' Roll Car Wash - Athens, AL' is located at the visible intersection of Hwy 72 and Midpointe Blvd. These are two recognizable major roads, and the car wash occupies a lot at this junction, with access visible from both Hwy 72 and Midpointe Blvd. According to the provided criteria for defining a corner lot, this location satisfies them completely, as it is at a corner formed by the intersection of two main roads. Therefore, the classification is 'Corner'.",
"Wash N Roll Bellevue , 7128 Hwy 70 S , Nashville , TN , 37221",36.0744551,-86.9238967,36.0744551,-86.9238967,"Wash N' Roll Car Wash - Nashville, TN (Bellevue)",,Corner,"The car wash is located at the intersection of Belle Forest Cir and Old Harding Pike/70S, which are visibly major roads with lane markings and traffic flow features. The lot is adjacent to both roads, forming a visible corner, and has clear access from the roads on two sides. This setup matches the criteria for a Corner Lot classification.",
"Wash N Roll Charpi , 6303 Charlotte Pike , Nashville , TN , 37209",36.1455115,-86.8709303,36.1455115,-86.8709303,"Wash N' Roll Car Wash - Nashville, TN (Charlotte Pike)",,Corner,"The 'Wash N' Roll Car Wash - Nashville, TN (Charlotte Pike)' is situated at the intersection of two visible major roads, Charlotte Pike and an adjacent road. Both roads show features indicative of being main roads, such as lane markings and the orientation of adjacent lots. The lot has access from Charlotte Pike and is visibly at a corner formed by the intersection of these two roads. Therefore, it fulfills the criteria for a Corner Lot.",
"Wash N Roll Melrose , 2640 8th Ave S , Nashville , TN , 37204",36.1196652,-86.774441,36.1196652,-86.774441,"Wash N' Roll Car Wash - Nashville, TN (8th Ave)",,Corner,"The car wash is located at the corner of Franklin Pike and Berry Road. It is adjacent to two major roads with direct access points visible from Franklin Pike. The orientation and position of the lot clearly indicate it being a Corner Lot, as it adheres to the criteria of being positioned at an intersection and accessible from at least one major road.",
"Wash Rack 95 , 1100 N Whitley Dr , Fruitland , ID , 83619",44.0217094,-116.9227294,44.0217094,-116.9227294,Wash Rack 95,,Corner,"Analyzing the provided images, 'Wash Rack 95' is situated at the corner of two major roads marked as 'Hwy 95' and 'NW 11th St' as seen on the third image. The lot visibly connects with both roads, fulfilling the corner lot criteria of being adjacent to an intersection and having road access. Hence, it is classified as a Corner Lot.",
"Wash Rite Bridgeport , 910 W Main St , Bridgeport , WV , 26330",39.2821198,-80.2685024,39.2821198,-80.2685024,Wash-Rite Unlimited Car Wash,,Corner,"The 'Wash-Rite Unlimited Car Wash' is situated at the intersection of Chenoweth Dr and W Main St/Northwestern Turnpike. These roads are major roads, which is evident from the visible road width and presence of road labels in the image. The car wash occupies the corner formed by these roads and has access directly from both sides, indicating it fulfills the criteria for being a Corner Lot. Additionally, the lot is clearly adjacent to the road intersection, forming a visible corner property. This classification is based on the satellite images provided at multiple zoom levels, depicting the details and context of the surrounding environment.",
"Wash Rite Marietta , 107 Crooked Run Ln , Marietta , OH , 45750",39.405323,-81.4130599,39.405323,-81.4130599,Wash-Rite Unlimited Car Wash,,Corner,"The images show that the car wash is situated at the intersection of Crooked Run Lane and another major road. The lot has access from both roads indicating a corner junction. These roads are of high importance, visible with significant width and connectivity. The shape of the lot also confirms it meets the corner criteria.",
