full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Paradise Bay Express II , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,31.9977309,-81.2525014,LUV Car Wash,Inside,"All three zoom levels show that the LUV Car Wash parcel fronts only one major road (US-17/Ogeechee Road) and is set mid-block, with its southern boundary along a minor local road (Fountain Road) rather than at the corner of two wide, high-capacity streets. The actual intersection of US-17 and Fountain Road lies to the west of the site, and all other adjacent drives are service entrances or private access lanes. Because the lot is not directly at the junction of two primary thoroughfares, it meets the criteria for an Inside Lot."
"Quick and Clean Car Wash Niceville , 4567 E Hwy 20 , Niceville , FL , 32578",30.483296,-86.4162179,30.4830544,-86.4164247,Take 5 Car Wash,Inside,"The Take 5 Car Wash sits mid‐block on the south side of E Hwy 20 between Domino’s and Taco Bell. While it fronts a major 4-lane highway (E Hwy 20), it does not occupy a corner where two major roads intersect. The only adjacent cross‐street (Raimund Herden Dr/Commercial Dr) is a minor service road, and the property is set back from the nearest true intersection (Bluewater Blvd & E Hwy 20). Therefore, it is an inside lot, not a corner lot."
"Quick and Clean DeFuniak Springs , 822 US-331 , DeFuniak Springs , FL , 32435",30.710288,-86.124813,30.710298499999997,-86.1234436,Take 5 Car Wash,Inside,"At all zoom levels the red‐circled car wash fronts only US Highway 331 and does not sit at a two–major-road intersection. To the north and south the lot abuts private parking aisles and service drives, not a cross street, and to the west it backs onto undeveloped woodland. The nearest side road (S 13th St) meets US 331 only on the highway’s east side and does not border the car wash parcel. Because it lies mid-block along a single main arterial with no second major road abutting the property, it is classified as an Inside Lot."
"Quick and Clean John Sims , 1215 E John Sims Pkwy , Niceville , FL , 32578",30.5148286,-86.4631661,30.514923,-86.46315,Take 5 Car Wash,Inside,"Although the car wash sits on a busy multi-lane road (E John Sims Pkwy), it does not occupy a corner formed by two major roads. On its northern edge it fronts the Parkway, but on its southern edge it only touches Plew Panther Way (a two-lane local street) and on the east side the only access is from a curved private drive linking to Ellsworth Dr. The adjacent cross-streets (Wise Ave, Bailey Dr or Ellsworth Dr/Pine Ave) are minor local roads or service drives rather than another wide, heavily marked thoroughfare. Therefore this lot is mid-block along the Parkway, not at an intersection of two primary roads, and qualifies as an Inside Lot."
"RHYNO CAR WASH , 710 W Main St , Cabot , AR , 72023",34.9763301,-92.0219985,34.9763301,-92.02199850000001,Rhyno Car Wash,Inside,"Although the Rhyno Car Wash property does front W Main Street (State Highway 89), the only other street touching the lot is N 7th Street, which is a two-lane local city street with no highway designation or turn-lane infrastructure. There is no intersection of two major or state-designated roads immediately adjacent to the circled parcel – it sits mid-block between N 7th and N 8th – so under the provided criteria it qualifies as an Inside Lot."
"Rock Island Express , 1665 Denmark Rd , Union , MO , 63084",38.4320447,-90.9671716,38.4319114,-90.9670715,Brite WorX,Inside,"The car wash parcel only has direct street access on Denmark Road and does not actually sit at the corner of two major through‐roads. Although Highway 50 runs just to the north, there is no curb cut or direct frontage onto it, and the parcel does not touch the Denmark/Progress Parkway intersection (that intersection is one property over). On its west is an ALDI parking lot, on its east is undeveloped land, and to the north is a grass buffer before the highway. Because it only fronts one primary public road (Denmark Rd) and lies mid‐block between Highway 50 and the Progress Pkwy intersection, it meets the definition of an Inside Lot."
"Route 3 Car Wash , 5100 Plank Rd , Fredericksburg , VA , 22407",38.2893657,-77.5505562,38.2894752,-77.5508995,GO Car Wash,Inside,"At all zoom levels the car wash fronts only one multi-lane road (Germanna Highway) and does not sit at the corner of two major roads. Zoom 19 shows a large highway directly to the north of the red-circled lot with only private drives and surface parking to the east and south. Zoom 18 confirms that the adjacent east–west connections are shopping center access roads rather than another main thoroughfare. Even at zoom 17, the nearest true cross street (Cherry Road) lies across a wooded buffer and separate parcel – the car wash does not occupy a visible highway intersection. Therefore the lot is mid-block along a single main road and qualifies as an Inside Lot."
"S. Broadway Salem , 440 S Broadway , Salem , NH , 3079",42.747211,-71.2035245,42.747182599999995,-71.20342649999999,Haffner's Car Wash,Inside,"All three zoom levels show the car wash fronting only one true public roadway (S Broadway). The lot’s opposite side borders the Salem Rail Trail (a pedestrian/bike path, not a vehicular road), and the other adjoining surfaces are private service drives and parking areas—not wide, multi-lane roads forming an intersection. Because there is only one major road directly adjacent and no corner formed by two significant streets, this site is classified as an Inside Lot."
"SANDUSKY CLEAN SCENE , 4307 Milan Rd , Sandusky , OH , 44870",41.416414,-82.673379,41.416414,-82.673379,Sandusky Clean Scene,Inside,"At all zoom levels the red-circled car wash only fronts US-250 on one side and is flanked to the north and south by private service drives and adjacent buildings, not by a second major roadway. There is no intersection of two wide, public thoroughfares touching the lot’s corners — it sits mid-block along US-250 between the South Mall Boulevard intersection to the north and a private access drive to the south. Therefore it does not meet the Corner Lot criteria and is classified as an Inside Lot."
"SHINE LINE EXPRESS , 6009 Washington Ave , Ocean Springs , MS , 39564",30.4311841,-88.8303482,30.4311841,-88.83034819999999,Rainforest Carwash of St. Martin,Inside,"The car wash parcel sits mid-block along Hugh Seymour Lane and does not occupy the corner of two major roads. It has only one public frontage on Hugh Seymour Lane (a side street off Washington Avenue) and no direct curb cut onto Washington Avenue or Pine Road. The adjacent driveway at Washington Avenue serves a separate business lot, and the long wash tunnel behind the building connects only to a private loop drive. Because the lot is not at an intersection of two main roads and fronts only one street, it meets the definition of an Inside Lot."
"Take 5 Car Wash #113 , 16100 SR 54 , Odessa , FL , 33556",28.1894407,-82.6174862,28.1894407,-82.6174862,Take 5 Car Wash,Inside,"The red-circled car wash sits mid-block in a suburban retail plaza, fronting only Trinity Boulevard. Although there is a service drive immediately to its north, that drive is a local access road for the shopping center (not a major highway or arterial). No intersection of two wide, multi-lane public roads directly abuts the lot. The nearest true cross-road, Cool Springs Parkway, is one lot over and does not form a corner with the car wash parcel. Therefore, only a single major road (Trinity Blvd) serves the property, making it an Inside Lot by the given criteria."
"Take 5 Car Wash #662 , 1545 Pooler Pkwy , Pooler , GA , 31322",32.0932353,-81.2735417,32.093235299999996,-81.2735417,Take 5 Car Wash,Inside,"Although the car wash is located immediately east of the busy Merlot Lane / Pooler Parkway intersection, the property itself only fronts one major road (Merlot Lane) and a narrow private service drive on its east side. A treeline and buffer separate the lot from Pooler Parkway, and there are no curb cuts or direct access onto the Parkway. At higher zooms you can see the lot sits mid-block on Merlot Lane with only one wide road frontage, so it does not occupy the corner of two major roads."
"Take 5 Car Wash #686 , 10405 County Line Rd , Spring Hill , FL , 34609",28.4342321,-82.545379,28.4342321,-82.545379,Take 5 Car Wash,Inside,"All three zoom levels show the Take 5 Car Wash fronting only one major road (County Line Rd/State Route 578). There is no intersection of two wide, through‐traffic arterial roads immediately adjacent to the red‐circled lot—only a private access drive to a storage facility on its east side and undeveloped land on its north and west sides. Because the car wash lies mid‐block along a single main road with no second major roadway intersection, it meets the criteria for an Inside Lot."
"Take 5 Muskogee , 2037 N 11th St W , Muskogee , OK , 74401",35.7708668,-95.3764143,35.7708668,-95.3764143,Take 5 Car Wash,Inside,"The Take 5 car wash only borders one major road (N 11th St W) and sits mid-block rather than directly at the intersection of two main thoroughfares. The intersection of N 11th St W and W Shawnee St lies a block to the south (separated by the Buffalo Wild Wings/Panda Express pad), and to the north is undeveloped land, to the west is shared restaurant parking, and to the east is just the single roadway. No two wide, named roads meet at the red-circled site itself, so it is classified as an Inside Lot."
"University Park Auto SPA , 3005 W University Blvd , Durant , OK , 74701",34.0046555,-96.4070096,34.0046555,-96.4070096,The Auto Spa- University Park,Corner,"The Auto Spa sits immediately at the signalized intersection of two major thoroughfares – University Blvd (an east–west multi-lane artery with turn lanes and crosswalks) and Radio Rd (a north–south main road). In the zoom-19 view you can see the crosswalk and turn-arrow markings on University Blvd directly adjacent to the west edge of the car wash property, and the lot has curb cuts and frontage on both University Blvd (to the north) and Radio Rd (to the west). These characteristics meet the criteria for a corner lot."
