original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,bp,0.0763321142343064,4.5,27,False,Not a Competitor,"The business name contains ""Blue Beacon"" and ""Truck Wash"", which classify it as a non-competitor.",,,,,False
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,Car Wash,0.0805351816534705,,,False,Can't say,The input '{{Car Wash}}' is a generic term and does not contain specific keywords to classify it as 'Competitor' or 'Not a Competitor'.,,ChIJJ4Z6V42K9IgRqAR0aKHIE2I.jpg,Not a Competitor,"The provided image does not show any tunnel structure, entrance/exit arches, automated cleaning equipment, or conveyor system indicative of an express tunnel car wash. Additionally, there are no visible signs or branding indicating an express tunnel model. The area appears to be a standard location with general infrastructure, and the missing features exclude it from competitor classification.",False
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,Minit Car Wash,0.126251265939292,4,346,False,Competitor,"The term ""Minit"" suggests a quick or express service, aligning with keywords for automated/fast washes like ""Express"" or ""Quick Wash"".",,,,,True
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,H2o Car Wash,0.0103466989519725,,,False,Can't say,"The input ""H2o Car Wash"" is too generic and does not contain specific keywords like ""Express"", ""Hand Wash"", ""Detailing"", or ""Lube"" to classify it as a Competitor, Not a Competitor, or Can't Say based on specific criteria.",,ChIJ_SaiS7sjQYYRpUDoyx3lKxA.jpg,Competitor,"The image shows a long, narrow building indicative of a tunnel structure with entry and exit points visible. The signage 'Rocket Carwash' suggests this is an express tunnel model. Adjacent rows of parking nearby might be vacuum stations, although not critical for the classification.",True
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,H-E-B Fuel,0.260592983555592,4.3,48,False,Can't say,The input 'H-E-B Fuel' is generic and does not contain specific keywords to classify it as a competitor or not a competitor.,5,ChIJb_ojtKQjQYYR49GgGxic0qk.jpg,Competitor,"The images show a dedicated car wash building labeled as 'H-E-B Wash', which appears to have a tunnel structure with entry signage indicating a clearance height for vehicles. The structure is long enough to be considered a tunnel and matches the express car wash model. While vacuum stations are not prominently visible, the key criteria of an express tunnel car wash with automated exterior cleaning equipment are met.",True
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,CincoAuto2 Carwash and Automotive,0.461087922752102,4.1,946,False,Can't say,"The input contains 'Auto' and 'Automotive' keywords, which fall under the 'Can't Say' criteria.",10,ChIJQ15zG7AjQYYR6GbTTgFO9G0.jpg,Competitor,"The images depict a tunnel structure with visible equipment including brushes, overhead sprayers, and guide rails for a conveyor system inside the tunnel, consistent with an automated express tunnel car wash. Cars are shown entering and being cleaned within the tunnel, indicative of a drive-through experience. The signage on the building matches the criteria with 'Car Wash' mentioned, and there are no signs of interior cleaning taking place during the wash phase. Additionally, the presence of self-serve vacuum stations is noted adjacent to the tunnel, further supporting this classification.",True
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,Shell,0.770955224505981,1.8,10,False,Can't say,"The input ""Shell"" is a generic name and does not contain specific keywords to classify it as a competitor or not a competitor.",2,ChIJxR8M7PIjQYYRN5FWf2tr8xI.jpg,Not a Competitor,"The provided images show a gas station with a Shell branding, but there is no clear indication of an express tunnel car wash. The overhead view does show a structure nearby that could resemble a wash building, but this structure lacks visible tunnel entry/exit features, automated equipment, or conveyorized system indicators. Additionally, no images show rollers, brushes, or sprayers inside the structure, nor branding related to an express tunnel or drive-through experience. Hence, it does not meet the criteria for a competitor.",False
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,Club Car Wash,0.948335803972215,4.1,115,True,,,,,,,True
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,Rapid Express Car Wash - Fulshear,0.948335803972215,4.6,145,False,Competitor,"The business name contains ""Rapid"" and ""Express"", indicating a fast, automated car wash service.",,,,,True
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,Sheetz,0.534706315517665,3.3,102,False,Can't say,"The input ""Sheetz"" is a generic name and does not contain any specific keywords to classify it as a Competitor or Not a Competitor car wash business.",10,ChIJy7HEE_dZyIkRapx54EZJx8E.jpg,Not a Competitor,"The provided images primarily show a Sheetz convenience store, its interior, and its gas station setup. There are no indications of an express tunnel car wash, tunnel structures, automated washing equipment, conveyor systems, or signage advertising such services. The images focus on the retail and food aspects of the location, not car wash facilities.",False
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,All Shined Up Car Wash,0.538440831382448,3.3,107,False,Can't say,"The business name ""All Shined Up Car Wash"" is generic and does not contain specific keywords like ""Express"", ""Tunnel"", ""Self Serve"", or ""Hand Wash"" to classify it as a Competitor or Not a Competitor.",10,ChIJGdPQGvdZyIkRUTdvsS7Ur_I.jpg,Competitor,"The location shows a clear tunnel structure with entrance and exit points visible. There are signs of automated washing equipment inside the tunnel with sprayers, brushes, and conveyor tracks seen from the perspective of the interior shot of a car traveling through. The wet appearance of cars exiting the process suggests an automated express system, fulfilling the drive-through experience criteria. Additionally, self-serve vacuum stations are visible nearby in one image. The tunnel length and automated cleaning characteristics confirm it as an Express Tunnel Car Wash and therefore a competitor.",True
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,Clearview Car Wash,0.715319641606201,4.2,83,False,Can't say,"The business name ""Clearview Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",4,ChIJVdyiOxxayIkR4xGvRBID1mY.jpg,Not a Competitor,"The provided images display a car wash facility named Clearview Car Wash. While there is a long structure and the signage mentions 'Car Wash,' there are no visible signs of an automated express tunnel system with equipment such as brushes, rollers, or conveyor tracks. The interior images show manual stations for individual car cleaning rather than automated tunnel-based cleaning. Additionally, cars do not appear to be on a conveyor system, and cleaning seems to be manual rather than through automated equipment as required for express tunnel classification.",False
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,Tidal Wave Auto Spa | Car Wash,0.7205869698763,4.5,146,True,,,,,,,True
"Hermitage , 2945 E State St , Hermitage , PA , 16148",41.2338113,-80.4553806,Coates Car Care Express,0.467214021556396,4.6,177,False,Competitor,"The business is classified as a Competitor because it contains the keyword ""Express"".",,,,,True
"Hermitage , 2945 E State St , Hermitage , PA , 16148",41.2338113,-80.4553806,Cal's Car Wash,0.937760519713926,4.2,116,False,Can't say,"The input ""Cal's Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor. No keywords like ""Express"", ""Tunnel"", ""Self Serve"", ""Hand Wash"", ""Lube"", or ""Auto"" were found.",4,ChIJDd34vZm_M4gRahsGNT1PoNQ.jpg,Not a Competitor,"The provided images show a car wash location with entry and exit structures, but they do not depict a tunnel system fitting the criteria for an express tunnel car wash competitor. The equipment visible inside seems automated but does not include conveyorized operation or a long tunnel structure (34 feet or more). Additionally, the images lack clear indication of an express exterior cleaning focus. Customers appear to interact with the wash process, which deviates from a fully automated tunnel experience.",False
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,Scrub-A-Dub,0.217765011277063,3.6,141,True,,,,,,,True
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,Nayly Cleaning Company LLC,0.570157677288728,,,False,Can't say,"The business name ""Nayly Cleaning Company LLC"" is generic and does not contain keywords to classify it as a competitor or not a competitor.",3,ChIJI_sYKNcvTIYRWNTMjy7oBgw.jpg,Not a Competitor,"The provided images show a satellite view of buildings, branding for 'Nayly Cleaning Company,' and advertisements for cleaning services, but there are no visible features indicating a car wash, let alone an express tunnel car wash system. The lack of images displaying a tunnel structure, automated cleaning equipment, conveyor systems, or signage related to car washing excludes this location from being classified as a competitor.",False
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,Self-serve car wash,0.964360857606928,3.9,65,False,Not a Competitor,The business is classified as 'Not a Competitor' because it contains the keyword 'Self-serve'.,,,,,False
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Circle B (CV Store & Valero Gas),0.52138841579657,2.3,14,False,Can't say,"The input ""Circle B (CV Store & Valero Gas)"" does not contain any specific keywords to classify it as a 'Competitor' or 'Not a Competitor' car wash business. It refers to a generic store and gas station.",10,ChIJ5cTFOf-NrIkRto0mEokXI6k.jpg,Not a Competitor,"The images provided show a convenience store, gas station, and fast food outlets (Subway), but there is no evidence of an express tunnel car wash. Key features such as a dedicated tunnel structure with entry/exit arches, automated cleaning equipment, or a conveyorized wash system are missing. The site does not meet the criteria for an express tunnel car wash competitor.",False
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Triangle Tank & Truck,0.804591587306701,4.5,42,False,Not a Competitor,"The business name includes the keyword ""Truck"", indicating it's not a direct competitor.",,,,,False
